ulasan,rating,nilai
Knpa setiap mau fto ktp sma selfi gak bisa? Udah pake sim sma ktp tunggu bebrapa saat lagi,3,NEGATIF
Bagus sekarang jaringan nya ga MT,5,POSITIF
Apk lemot,1,NEGATIF
"Rekomended buat pemula , cocok untuk pasif investing, dapatkan bonus dgn menggunakan referral : @radenramaap",5,POSITIF
Bagus,5,POSITIF
"Gokil kak jual koin kena pajak, binance dan pak CZ tertawa melihat ini :v",3,NEGATIF
Ayo token pintu segera hadi download jangan sampai ketinggalan,5,POSITIF
mudah mudahan developer dan kru aplikasi ini mendapatkan berkah ...,5,POSITIF
"Mantab nih , gampang baca nya .. tingaktin terus ya .. banyakin. Uang cryptonya .. 👍💪",5,POSITIF
"Mau deposit aja susah dah lebih dari 10x gak bisa juga deposit, gimana mau gunain aplikasi nya, hm",2,NEGATIF
Join di pintu 2020 smp skr Nga nyesel update selalu mantap sudah mulai banyak coin yg listing jadi lebih gampang buat jual beli n trading Tinggal nunggu tokenya PTU buat di borong....👍👍👍👍👍👍🚀🚀🚀,5,POSITIF
Mantab event pintu menjanjikan lanjutkan,5,POSITIF
"Agak lag sana sini tolong upgrade lebih ringan lag pas di dalam menu GK enak bener, dan tolong tambahin koin koin lainnya kalo bisa yg metaverse an",5,POSITIF
Iya yang itu yang susah gak susah lah,5,POSITIF
Saya saranin buat ada koin koin micin biar lebih enak lagi,5,POSITIF
"Di tambahi indikator, serta jangka trading di tambah 1 menit 5 menit 30 menitan, tambahi koin micin juga",2,NEGATIF
Mantap,5,POSITIF
Aplikasi bagus. Masukan kode referral untuk mendapatkan komisi (@anjay),5,POSITIF
Nice,5,POSITIF
"Mantap, terpercaya dan sangat cepat dalam jual belinya. Recomended dan jangan lupa untuk yg baru gabung masukin referal saya @asepddr",5,POSITIF
Tolong dikurangi ya fee 2℅ nya,3,NEGATIF
Saya pakai akun anak saya mau donlot aplikasi pintu gak masuk.masuk gimana caranya,1,NEGATIF
Kenyamanan hotel bintang lima...pintu memang berkelas....Oya..saya lupa memasukan kode undangan..bgaimana caranya memasukan kode undangan dari teman..?.,5,POSITIF
"Buat pemula oke lah.. Jual/Beli mudah buat transaksi, Good.. Pertahankan seperti ini pintu..",5,POSITIF
Nice,5,POSITIF
Kok gk bisa di instal,1,NEGATIF
Mantap mau coba dulu,5,POSITIF
Kren,5,POSITIF
"Saya mau tanya, di pintu ada mode gelapnya atau tidak?",5,POSITIF
👍,5,POSITIF
Indikator nya tambah lagi bos. kalo bisa buatin opsi jual otomatis,3,NEGATIF
pakai kode referal ini @bobdaay auto profit,5,POSITIF
Bisa narik dana cepat,5,POSITIF
ok,5,POSITIF
"Nyesel kemaren ngasuh 5 bintang!! Gua turunin lagi 1 bintang .. karena saldo deposit saya blom masuk , awal kami akan peroses 1x24jm Al hasill sudah 1 hari ehh malah di tambah jadi 2x24jm .. sekiranya saldo saya ga di masukin mending balikin saldo deposit saya ke rek pengirim tadi.. tolong perbaiki kendala ini ..",1,NEGATIF
Bagus,5,POSITIF
Pilih pilih mau beresin event juga ya... Gw udh top up buat beresin event trading 1 lgi dari tgl 18 sedang kan habis event tgl 21 kenapa ga dpt sedangkan di grup fb mereka beli akun yg ga kepake sampe puluhan itu dpt semua... Heran sama aplikasi satu ini,1,NEGATIF
Gampang digunakan oleh pemula seperti saya. Tidak ada biaya transaksi dan informasi yang disajikan cukup jadi referensi.,5,POSITIF
Mantaaaap pokonya....,5,POSITIF
"Mohon maaf, kepada semuanya. Saya pengguna baru di aplikasi ini, saya beri bintang 5 sebenarnya saya menyukai aplikasi ini, hanya saja, saya bingung cara menggunakan aplikasi ini, mohon bantuan infonya tentang penggunaan aplikasi ini. Mumpung saya orang awam yg gak tau menggunakan aplikasi ini.",5,POSITIF
kenapa saya mau masuk ke pintu trs keluar lagi...tolong di cek akun saya.,5,POSITIF
"Harusny bisa akses lewat website juga lah, lewat apk kurang greget",3,NEGATIF
Juooooosssss,5,POSITIF
Sangat bagus semoga berkah,5,POSITIF
Mantap,5,POSITIF
Ganteng,5,POSITIF
saya kasih bintang lima..mudah mudahn saya bisa dalam trading emas.amiiiin,5,POSITIF
Good,5,POSITIF
trmkasih pintu...rekomend pokoknya,5,POSITIF
Buruk,1,NEGATIF
Sekarang aplikasi nya lemot bner2 apa lagi mau jual atau beli harga berubah2 trus sehingga susah finally,1,NEGATIF
Komisi seumur hidup dari referal mantap semangat mengajak teman terima kasih,5,POSITIF
Good,5,POSITIF
Engga ada radio caca nya kalo bisa lebih kumplit lagi tq 🙏,4,POSITIF
