at,userName,content,score
2021-11-27 5:48:49,lanq vr46,Tidak Ada Balasan Sama Sekali Sudah MengirimKan Pesan Beberapa Kali.. SATU KALI LAGI TOLONG DI BANTU. nomor saya sudah tidak aktif dan saya tidak bisa login ini bagaimna...TOLONG DI BANTU.,1
2021-11-27 5:43:18,Martin Simamora,💯,5
2021-11-27 5:41:26,Fega Yudanto,Mantap PTU coin,5
2021-11-27 5:39:58,prabu zovian,pintu memudahkan wong cilik belajar investasi crypto. josss,5
2021-11-27 5:38:37,Dna srg,milik indonesia.,5
2021-11-27 5:34:19,Juan Mishugii,"Aplikasi, investasi terkeren. Buruan yg blm download, di jamin gk bkaln me'nyesal. Barangkali ada yg mau Msukin kode Sya. @mishugii.",5
2021-11-27 5:28:30,Mas Padud,Suka,5
2021-11-27 5:14:31,Muhtadin Hamid,Bagus,5
2021-11-27 5:07:49,Gunawan & Nisa,Banyak event top pintu,5
2021-11-27 5:05:22,Imam habibi,Good platform... For anyone,5
2021-11-27 5:05:19,Olivia Lee,Mksh pintu terbaik,5
2021-11-27 5:02:46,Dedi Jakarta,Pintu di jamin legal,5
2021-11-27 5:01:45,MISBAHUDIN,BERHARAP CEPAT LISTING KOIN KOIN MICIN THANKS,5
2021-11-27 5:01:43,Apalah aku Jo,Mantap,5
2021-11-27 5:01:27,sandi kurniawan,Luar biasa aplikasi ini👏,5
2021-11-27 4:56:00,orang kampung,Pintu memang mantaaaaaaap,5
2021-11-27 4:49:35,panggilan pintar,Penggunaan lama kenapa gak di kasih pintu gratis min,2
2021-11-27 4:38:10,Janwar Johan,Wow dapet airdrop ptu,5
2021-11-27 4:36:48,Ali Sopan,Mantaappp,5
2021-11-27 4:36:21,Hercules Ambon,lain kali jangan mentenent yaa,5
2021-11-27 4:28:10,Bocil Muy,Sangat kecewa Karana yang lain dapat saldo pintu gartis dan aku tidak dapat,1
2021-11-27 4:27:19,Anggi Zabdan,"Sangat rekomendasi aplikasi pintu,,mantapppp saya puas sekali download aplikasi pintu",5
2021-11-27 4:26:55,beny maulana,Mantap,5
2021-11-27 4:23:29,Lawali TV,aplikasi of the year..🎉🎉🎉,5
2021-11-27 4:23:01,Bagas Vergil,Kode GAuth hilang 🗿🗿🗿 ribet kirim email @helpPintuID Impossible!,1
2021-11-27 4:17:03,MOHAMMAD NUR HASIN,Makasih PTU sudah memfasilitasi kami didunia perdagangan internasional,5
2021-11-27 4:14:30,Fanya shyfa fauzah,Good,5
2021-11-27 4:12:26,DonaL TV,"Lebih simple dan mudah ,fee nya jg kecil Makasih pintu",5
2021-11-27 4:10:54,Jangkrik Curam,Dikasih 1 token ptu makasih wkwkw,4
2021-11-27 4:06:29,Rattanon D,Seneng banget pintu ngasih event terus moga di banyakin promo event nya,5
2021-11-27 3:53:49,Sainss Xs,Mantap Pintu,5
2021-11-27 3:50:48,Siti Imeliya,"Terbaik , bakal jadi jagoan ku nih",5
2021-11-27 3:40:37,hendar,Semoga PTU nya meluncur naik,5
2021-11-27 3:40:27,Teteh manisyangdingin,"Loading banget ya ni apk, gak niat buat di perbaiki gitu trs gk lengkap lagi.",3
2021-11-27 3:40:21,Upin & Ipin Offcial,Aplikasi PHP katanya nanti tgl 25 semua yg daftar sebelum tgl 21 bakalan dapet 1 PTU kok aku gk dapet ya.. ini gmana min???,5
2021-11-27 3:33:06,Abbasy Faeyza,Good,5
2021-11-27 3:30:32,Raden Azka,Mantap,5
2021-11-27 3:27:31,Aji Saputro,Alhamdulillah lancar,5
2021-11-27 3:26:20,Benima Batee,Lanjutkan terus karya mu Apk Pintu,5
2021-11-27 3:13:42,Tika Atika,MNTAPP,5
2021-11-27 3:11:26,Billy Yan,👍👍👍,4
2021-11-27 3:04:36,eka priyatna,Semoga semakin terus berkembang,5
2021-11-27 3:01:17,Nengah Adi,Sejak di update kemaren jadi sering logout minta koda pin terus. Mohon diperbaiki,2
2021-11-27 2:55:10,Kawasaki Klx,Penipuan,1
2021-11-27 2:47:54,Natanael Endi Pratama,Mantap,5
2021-11-27 2:46:58,otakatik official,Mantap,5
2021-11-27 2:44:50,Arkha Official,Mantap dapat 1 token PTU,5
2021-11-27 2:42:20,bob restu,Jooozzzzzz.... Kereeeeennn.... Semoga selalu berjaya...ada bonus ny loch...,5
2021-11-27 2:36:29,Xiomay Mi,Investasi paling baik..banyak hadiah,5
2021-11-27 2:25:59,Long Culun,GG geming,5
2021-11-27 2:15:53,XVOgamiing GAMIING,"Cukup lama menggunakan aplikasi ini,,dan rekomendasi bgt buat pemula krna aplikasinya mudah d pahami dan ga ribet😉gunakan aja my refral @xvogamiing663 langsung dapat bonus hingga 1jt an👍",5
2021-11-27 2:14:37,Aulia Insan,Buset pake otp sekarang mana nomor hpnya udah lama ilang,3
2021-11-27 2:10:25,ALBERTO SIMANJUNTAK,Untuk koin PTU yang baru di rilis itu ada pembagian hasil keuntungan maksudnya gimana ya?,5
2021-11-27 2:06:39,Andi Prasetyo,"Suka banget sama ini aplikasi,mudah dipahami,simple dan tiba"" dikasih kejutan pagi hari 😁 dikasih 1PTU .terimakasih Pintu🙏",5
2021-11-27 1:57:21,Nasrudin Zulkarnain,Ok,5
2021-11-27 1:51:58,Aditya Fadilla,sangat sangat memuaskan,5
2021-11-27 1:41:13,Nooradin Arrohmani,Sistem kerjanya bagus Lebih ditingkatkan lagi,5
2021-11-27 1:29:47,Abu 01,Good,5
2021-11-27 1:28:10,Tedjo Hadibroto,Awalnya gw bangga punya exchanger anak bangsa tapi setelah gw lihat2 dan coba trading kok kaya main2 yach...harga limit atas bawah gak ada....tolong di perbaiki dan kiriman BNB kawan saya sampai sekarang sudah 6 hari belum nongol di pintu padahal transaksi sudah conform dan suksess CS nya juga gak ada respon. Gw sebenarnya bangga sama aplikasi pintu cuma jangan malu2in kedepannya bakal banyak yg menggunakan....maju terus PINTu,4
2021-11-27 1:20:45,Adrian Bintang,"Tolong pintu tambahkan fitur staking crypto axs, karena bunganya sangat tinggi, jangan seperti marketplace t**v, bilangnya gratis biaya staking tau""nya ambil keuntungan 10% dari bunga aslinya, bunga staking asli adalah 113% tetapi di marketplacenya hanya 103%. Saya kasih bintang 5 supaya di notice.",5
2021-11-27 0:55:57,GSA 25,Mantap dapet bitcoin gratis,5
2021-11-27 0:49:27,Danish Sanjaya,"mau tanya kenapa ya dari tgl 26 nvember setiap mau login harus pakai kode otp terus...nggak bisa login otomatis ,,biasanya login cuma pakai pin saja,,mohon bantuannya",3
2021-11-27 0:33:11,fawa hessa juara,Oke,5
2021-11-26 23:39:00,ISMIATUN HASANAH,Pakai kode referal ini yu kita sukses bersama @orangsukses,5
2021-11-26 21:42:28,Stenly Ratu,Cukup untuk saya,5
2021-11-26 21:37:33,Samsudin Bakri,"Bisnis jual beli aset paling mudah dan menjanjikan keuntungan , Aplilasi ini sangat cocok untuk menambah penghasilan disaat pandemi dan kapansaja, karena bisa dikerjakan dirumah atau dimanasaja,",5
2021-11-26 21:33:41,yanuar azhary,"Akun ku verified, tk kasih *5",5
2021-11-26 21:31:38,Syaiful Bahri,"Aplikasinya mudah dipahami , good pintu @syaifulb1975",5
2021-11-26 18:33:16,SAGK_19 74,Mantaap,4
2021-11-26 18:05:12,ham ham,Woke,4
2021-11-26 17:11:24,Ary Otto,Top,5
2021-11-26 17:02:06,Ramadhani Rizqi Zakaria,"Sangat membatu bagi trader Pemula😎, Thankyou PTU",5
2021-11-26 16:58:05,rini hayati,Top,5
2021-11-26 16:19:13,Muhammad Erwin,Aplikasi yang simpel,5
2021-11-26 16:15:28,LLEN,Sudah lama dan sudah berkali2 gagal terus deposit dr pintu ke binance. Ujungnya ditarik lagi ke rekening bank. Buang2 fee transfer doang!!,1
2021-11-26 15:57:54,MUHA OFFICIAL,Mantap lahh pokoknya,5
2021-11-26 15:39:40,Rahmad Sawaludin,Puas,4
2021-11-26 15:27:20,Biba Iba,😍👍,5
2021-11-26 15:17:30,Mochammad Reza Prisman,the best spot scalping trading ever 😃,5
2021-11-26 14:56:59,hamar amar,bagus aplikasinya,5
2021-11-26 14:42:45,Parlin Tarihoran,Mantap,5
2021-11-26 14:42:21,Nadia snart,Good,4
2021-11-26 14:15:11,andy az,"aplikasi parah, ga bisa setting harga jual dan beli seperti aplikasi serupa, harga ditentukan aplikasi, parah",1
2021-11-26 13:53:48,septian wahyu,tambah fitur QRIS pasti makin joss,4
2021-11-26 13:50:31,Arif Pati Dolken,Ok,5
2021-11-26 13:37:21,Aji Maulana,Pake kode ini untuk dapatkan 0.04% @nasigoreng,5
2021-11-26 13:31:38,Naora Nurindriyani,Kasih bintang 5,5
2021-11-26 13:23:07,Firzanah Sherly29,nanti akan aq tambah bintang nya,3
2021-11-26 13:17:52,HARYANI W.T,Masih coba coba semoga bagus dampakx.,5
2021-11-26 13:11:26,Sony Setiawan,"Kalau profit susah ditarik,giliran CL mudah, sangat merugikan trader",5
2021-11-26 12:52:48,sari asih,"Makin ke sini ko sulit buat jual beli selalu terkendala ""harga telah berubah masukan ulang nominal anda""",1
2021-11-26 12:50:32,sumber otodidak,Mantap Semua terus berkembang dengan inovasi terbaru..,5
2021-11-26 12:39:15,Muhammad Ilham,Aplikasi nya sangat bagus dan simpel,5
2021-11-26 12:24:37,Dian Suryakusuma,Aplikasinya bagus baget!!!!!!!!!!!!!!!!!!!!!!!! Masukan Kode@kodemenarik untuk mendapatkan keuntungan lebih✨,5
2021-11-26 12:17:48,Hikmatyas,"Kirim BNB dari pintu apps kepada BNB Trust wallet, Fee nya sampe 45k, Sangat beda jauh dengan aplikasi sebelah yang lebih murah. 👎👎👎",1
2021-11-26 12:15:28,Al Mao,"Selisih harga tengah, esetimasi harga dan harga final selisihnya jauh bgt,, misalnya beli bitcoin yang harga tengahnya 789jt esetimasi harga berubah jadi 791jt terus harga finalnya berubah jadi 794jt, jauh bgt selisihnya",2
2021-11-26 12:11:16,muhamad turi,Mantab bos,5
2021-11-26 12:11:09,shadow cLan,"token baru aja rilis uda buat hancur wkwk Dasar token lokal token abal"" 😂",1
2021-11-26 11:56:30,Hendri Yanto,Bagus dan sangat mudah,4
2021-11-26 11:56:07,Debleng Ch,kecewa dengan PTU yang lounching tapi harga buruk harusnya karena baru lounching ada promo atau harga meroket ini malah harga longsor sampe bawah,1
2021-11-26 11:53:01,Kuldezak Flo,"Kalau ada yang membutuhkan bantuan langsung di tanggapi,jangan setengah setengah,nomor sudah tidak aktif ingin ganti harus banyak persyaratan,pas persyaratan sudah di penuhi sudah di kirim tidak ada balasan,gimana bisa masuk lagi ke akun PINTU!!!Sampai sekarang hasilnya nihil kalau tetap tidak bisa masuk ke akun terpaksa hapus Aplikasinya dan pindah ke TokoCrypto.",1
2021-11-26 11:39:17,Johan Everengki,Banyak dikembangkan lagi dan koin/ token diperbanyak,5
2021-11-26 11:15:08,haer amd,Sudah terverfikasi... udah bisa transaksi Koq minta verfikasi lagi.... hhm jadi bingung😇😇😇,3
2021-11-26 11:11:12,Ari Yoga,Mudah mudahan menjadi berkah untuk sememua penggunanya aamiiin...,5
2021-11-26 11:06:49,Walat Walat,Saya sangan rekomendasikan aplikasi pintu.. semua sistem sangat mudah pokok nya mantaaaaaaaaaaaaaaaaaaappppp,5
2021-11-26 11:06:39,MURIDUN Anuwar,Aku baru aku kasi tiga bintang,3
2021-11-26 11:06:13,Anandra Shaqueena,"Apa""an token sendiri langsung ngedrop nyangkut smua . Nyesel join di PINTU . launching token sendiri paling akhir pas harga dah naik baru bisa beli",1
2021-11-26 10:57:47,Taufik Maulana,Segini dulu,3
2021-11-26 10:56:22,Tsaqif Harendra,"fee kirim cryptonya mahal, chat supportnya tidak tanggap, nyeselah intinya",1
2021-11-26 10:52:28,Ipulaz Ipul,uksmk2,5
2021-11-26 10:49:18,Alvyan Dimantoro,Coin sesat,1
2021-11-26 10:45:00,Agung Wahyu,Mantap,5
2021-11-26 10:42:40,Firdian Syah,Nice,5
2021-11-26 10:42:30,Black Heart,Koin sampah!,1
2021-11-26 10:42:27,Realme Lima,Good,5
2021-11-26 10:41:46,Parmusik Nami,Hemm token ptu drastis turun kok listing di aplikasi sebelah duluan,1
2021-11-26 10:38:26,arif nurdiyanto,Sangat puas menggunakan aplikasi pintu,5
2021-11-26 10:36:47,Hermawan Ssfl,Sering eror,3
2021-11-26 10:36:06,Helhen Aji Pamungkas,"Terkadang masih terdapat bug, sehingga transaksi jual/beli tidak lancar, dan proses penarikan dana ke rekening sering terjadi masalah.",1
2021-11-26 10:23:19,Ahmad Toyib,Aplikasi ini sangat bagus dan mudah di gunakan untuk para pemula dan kita tinggal beli coin yang kita inginkan dengan cepat metode pembayaran pun sangat sederhana di bank besar untuk keamanan sangat canggih dengan teknologi privat key dan aman sudah terawasi oleh Ojk dan kominfo.,5
2021-11-26 10:19:43,Firman Syah,Mantullll,5
2021-11-26 10:06:49,kickza GM,"App nya mantap mudah di pahami bagi pemula seperti saya,,dan lebih kerennya lagi ad crypto baru yang mana namanya PTU ,,pokonya jos jos",5
2021-11-26 9:05:58,Heri Kusaeri,Ok,5
2021-11-26 9:05:44,Mhd Choiril Rusdianto,Good,5
2021-11-26 9:05:12,Madia Beda,Salam cuan sahabat,5
2021-11-26 8:44:29,Siwar mpes,Oke,5
2021-11-26 8:42:12,fairuz fayfay,Gud,5
2021-11-26 8:27:22,danang try purnomo,Oke,5
2021-11-26 8:18:04,Asdi Permana,Menurut saya kurang pas dalam penjualan nya,4
2021-11-26 8:12:06,Raden Natawijaya,"Cok gblg amat penarikan di permasalahkan , awal awal bisa ko . lah sekarang malah beda nama . beda penempatan doang . mana saya bank BCA dia bilang bank mandiri syariah . LAWAK",1
2021-11-26 8:00:28,Yadi Suryadi,Bagusssssssssssss,5
2021-11-26 7:41:16,Eko Purwanto,👍,5
2021-11-26 7:16:48,Riuxx Note,Aplikasinya gampang. Banyakin promo ajaa..,5
2021-11-26 7:14:40,HafazArt,ok token indo yang gw nanti dah sampe,5
2021-11-26 7:13:53,ANA SURYANA,Blum bisa tarik ke akun dana atau ovo klo sdh bisa ksi bintang 5,3
2021-11-26 6:47:36,Pejuang Hikmah,Saya mau mengajukan permohonan penggantian nomor hp karena nomor hp di akun saya . Sama nomor hp di ewallet saya berbeda. Proses nya ribet sekali. Harusnya dipermudah,1
2021-11-26 6:46:25,ahyar mhd,"Mikir seribu kali invest disini, ditanya asal usul acuan harga nya gak dijawab,,",1
2021-11-26 6:45:29,MURGIANTO BERBAGI,mantap,5
2021-11-26 6:45:18,NAYU GIOD,Bermanfaat bgttttt,5
2021-11-26 6:41:33,Zen Zen,Sudah bisa verifikasi..terima kasih,5
2021-11-26 6:32:43,dakhlis chaniago,App nya bagus dan mantap buat pemula,5
2021-11-26 6:21:22,Ricky Chandra,"Semoga kedepannya lebih bagus,karna saya akan pakai aplikasi ini dalam jangka yg panjang/lama",5
2021-11-26 6:14:58,Hendra Ria,Untung...,5
2021-11-26 6:02:54,Mhmd Aldi,OTP Tidak pernah Dikirim -_- 😡😡😡😠😠,2
2021-11-26 5:49:39,Maestro Ibrahim,"Sukses untuk semua, sehat selalu... biar selalu cuan cuan.... cuan",5
2021-11-26 5:43:50,althaf Keia,Mudah mudahan amanah,5
2021-11-26 5:41:58,Sukemi 1107,Wah ini mantab gan bagi pemula transaksi sangat mudah transfer trading oke segera instal pakai referal @sukemi1107264,5
2021-11-26 5:21:37,Budi Fransdinata,Akurat dan terpercaya,4
2021-11-26 5:20:44,Remy Back,4 star dlu. Klo sdh dpt 1 milyar tmbh 5 star 🌟 😁😁,4
2021-11-26 5:18:16,Lufi Herawan,Aplikasinya mudah dipakai dan banyak menunya. Bisa pakai referal @pakaipintu untuk dapat bonusnya.,5
2021-11-26 5:17:46,angg_id,"ngetik pin nya agak ngelag jadi harus 2x ketik, nggak kaya ovo tektektektek",5
2021-11-26 5:15:46,Aziz Racya Aktif,"Apk nya bagus ,mudah di pelajari dan semoga bisa investasi dengan baik dari aplikasi ini ,.",5
2021-11-26 5:14:33,mtd 268,Pintu semakin di depan..,5
2021-11-26 5:04:40,Andik P,Dapat bonus pakai kode reff [ @flix ] ini biar masuk,4
2021-11-26 5:01:23,Epy Desima damanik,"Ga ribet, mantap dh",5
2021-11-26 4:53:59,Tian 17,Tolong beberapa bug diperbaiki,1
2021-11-26 4:42:27,YT arut,Sementara masih nyaman untuk pengguna baru kayak saya,5
2021-11-26 4:29:03,T E R N A K TV,"Gak bisa order buy/ sell dengan angka yang kita patok, gak cocok buat trading, cocoknya buat investasi",2
2021-11-26 4:28:14,Syamsudin Syam,Klo koin lagi naik susah dijual,1
2021-11-26 4:27:06,Don Don,Aplikasi bintang 5 👍👍👍👍👍,5
2021-11-26 4:24:10,Dick Kanna,Apps yg friendly,5
2021-11-26 4:16:14,aryo dwipangga damas,Versi baru grafik malah susah dibaca lebih enak dibaca dan dimengerti versi lamanya.... ribet ☹️,1
2021-11-26 4:13:58,Denny Khayla,mantap,5
2021-11-26 4:06:36,KUSNANTO DIMYATI,Sangat membantu kondisi uang saya.,5
2021-11-26 4:05:42,Daud 90,Good,5
2021-11-26 4:00:38,dipo sambodo,Mantap,5
2021-11-26 3:51:36,MOCHAMAD TAUFIK WIDIYANTO S Sos MPd,"Aplikasi bagus, mudah-mudahan koinnya bertambah banyak",5
2021-11-26 3:50:46,Adven Juang Dakhi,Mantap.!!!,5
2021-11-26 3:42:38,Habib Syafii,Good,5
2021-11-26 3:34:12,Ujang Syahidin,Pintu aplikasi legal,5
2021-11-26 3:25:29,KEZ DESAR,sukses selalu pintu.id🎉🎉🎉,5
2021-11-26 3:23:31,NAYSIF cute,Baguss,5
2021-11-26 3:20:45,Abraham Lekahena,pintu yang terbaik dah pokoknya...😊😀😎,5
2021-11-26 3:16:18,Ahmad Khoerudin,"Aplikasi bagus, sangat mudah d gunakan.. Mudah""an ada rezekinya",5
2021-11-26 3:14:44,Thoriq Firdaus,Kode referral biar sama sama dapet bonus @firdausthoriq,5
2021-11-26 3:09:14,Kartika Putri syantik,Good forefer,5
2021-11-26 3:04:04,Rosalina Dewi,Lemot,5
2021-11-26 3:01:15,Riziq Ridho,Bintang 5 kalo ada limit order sma wd ewalet,3
2021-11-26 2:59:35,Muhammad Nasrudin,"Bagus ini,banyak ilmu baru",5
2021-11-26 2:59:23,Combas Chanel,Bagussasa bangetttt,5
2021-11-26 2:58:15,Ayra jalu,"Pintu sangat membantu banget,karna aplikasinya mudah bgt buat pemula kayak aku.....trimakasih",5
2021-11-26 2:54:18,Sandi Agatha,Harga beli dan jual tidak sesuai jauh melampaui pasar harga,1
2021-11-26 2:49:06,Warid Jazz,Wah oke banget lah,5
2021-11-26 2:38:39,Agus ruslan,Mantap,5
2021-11-26 2:38:15,Harry crow,"Keren aplikasi ini, proses mudah dan cepat",5
2021-11-26 2:37:24,darma putra,Mantap,5
2021-11-26 2:37:03,Yumyum1506,Good yaw,5
2021-11-26 2:36:18,Khairul Anwar,5 star,5
2021-11-26 2:35:24,Darwin Win,Saya suka ini,5
2021-11-26 2:31:21,Ragil Andrias,"Serba lama, ga kaya apk crypto lain.Customer service nya juga kurang, ga recommend deh ni apk.",1
2021-11-26 2:29:31,Pendi Bobok,Aplikasi pintu memang baik,5
2021-11-26 2:17:12,mugi arifin,Good,5
2021-11-26 1:54:55,Bg dayyy,Tolong ya aplikasiny diperbaiki ini lemot banget,1
2021-11-26 0:08:44,hary yono,mantaaaP,5
2021-11-25 23:59:52,RM NaufalR,Mantap List Coinnya banyakin dong,5
2021-11-25 23:48:20,Angry Shield,telat serok ptu gara2 GK ada notif,1
2021-11-25 23:47:15,Fadli Nur,"Token PTU di jual udah mahal mau beli eror,udah kebeli anjlok gua kasih bitang 1",1
2021-11-25 23:44:07,Indri Yani,Mantap dech..... Punya modal mau depo lgi yg gede hehe,5
2021-11-25 23:19:53,Arofik Ropik,Aplikasi sering keluar sendiri,3
2021-11-25 22:47:50,ruri anto,"Gampang buat pemula,fee wd paling murah,,top lah pintu😍",5
2021-11-25 22:27:17,Eka Aprilia,Ngeri harga ptu🤣 udah pemula rugi lagi🥺🤣,1
2021-11-25 21:19:38,Mohamad Mahfudz,"buat token,cuma ambil keuntungan sendiri doang,komunitasnya mewek",1
2021-11-25 20:49:14,Abbi Pratama,Hallo pintu... kenapa deposit saya gak masuk... tolong yah... di chat juga gak ada balasan... tolong di baca ini,5
2021-11-25 20:20:07,Iam AL,"Apk sampah. Tidak mempriotaskan pemakenya sendiri, padaha ada yg sudah dr lama , kecewa tokennya malah rilis di tempat lain. Di pintu sendiri waktu harga sudah tinggi baru ada PTU . Kecewa sih malah nyangkut pulak",1
2021-11-25 20:00:26,Jhieng panje,Baik,2
2021-11-25 19:12:56,Albert Ardira,fitur selfie benerin biar bisa focus masa ga support focus nya,5
2021-11-25 18:34:17,Febri Bayu,@bayumadona,5
2021-11-25 18:29:14,Miyatun amay,Mantap bnerrrrrr,5
2021-11-25 18:14:57,Premium Gratis,"Kemarin katanya jika PTU token sudah listing, setiap user yg berhasil kyc akan mendapatkan token tersebut, kok ini blm ada dapat ?? Padahal saya pengguna lama",4
2021-11-25 17:53:05,Arini Parfum,"Sengaja bintangnya saya turunin ya, sbb pintunya makin mengecewakan.",1
2021-11-25 17:45:04,Roni Syahputra,Aplikasi jelekkk sering eror.. maintanance melulu.. tradingnya jga mahal beli sudah naik kemudian wktu akan dikonfirmasi naik lgi.. Auto kena 2 kali.. parahhhhh.... bnyk korupsinya...,1
2021-11-25 17:13:23,Pejuang Kasur,"Anu koneksi putus harusnya jangan login kode terus, kemudian juga untuk deposit ke bni yang terkendala pada tadi malam bukti transfer sudah di kirim mohon infonya",5
2021-11-25 17:02:41,Santo Anto,Pintu mantab,5
2021-11-25 16:34:29,Muhammad Ilyasa,"Nyesel make ni apk, udh deposit 500k tpi gamasuk, galagi lagi dah kecewa !!, Hati hati buat para pemula yaaa",1
2021-11-25 16:22:49,Gery Kaen,"Launching ptu yg tdk di siapkan oleh pintu, ujung2nya merugikan byk org, ngeLag terus, knp gak sejak awal listing di pintu juga ? Apa yg di takutkan ?",1
2021-11-25 15:43:06,Yoga Saputra,Tolong di naekin lgi token ptu ak rugi gede nih plisss,1
2021-11-25 15:40:36,Back to Now,good luck,5
2021-11-25 15:36:13,almi syahreza,"ORANG COMPLAIN ITU LANGSUNG DI SELESAIKAN, DEPOSIT 3 JAM BELOM MASUK2,DI CHAT MALAH SURU NUNGGU 1X24 JAM, GA COCOK BUAT INVEST,LEMOOOOT.",1
2021-11-25 15:31:54,Nur Falah,Di tuunggu coin PTU gratis min,5
2021-11-25 15:29:30,Yuki Dermawan,Sedih cok . Token pintu naiik pas gua beli turun besar .. mengecewakan hihihihi,3
2021-11-25 14:49:45,Rahman Cecillia,Jangan lupa pakai kode refferal : fathul,5
2021-11-25 14:46:50,F S,"Lama sekali deposit nya, mau transaksi jadi terhambat tolong ditingkatkan lagi sistem nya baru saya akan menaikan bintang!",2
2021-11-25 14:46:36,endy endygardas,Kerren,5
2021-11-25 14:17:08,Mandung Aja,"Njir kocak exchanger macam apa kayak gini gak bisa liat aktivitas market, gak bisa liat limite order buy/sell gak ada pilihan pasang harga limite buat beli/jual se jelek"" nya market lokal indodax sama TKO masih parahan ini fitur nya untung belom daftar baru buka apk nya aja udah bikin ngakak.",1
2021-11-25 14:16:54,Atep YS,"Aplikasi pintu ngeluarin token ptu. Tp ko listing dluan di market lain? Harganyapun pas di aplikasi pintu udah mahal, heran",2
2021-11-25 14:13:45,Sumanjaya,Aplikasi yang bagus dan sangat update. Untuk pengembangan selanjutnya semoga lebih baik lagi. Salam hangat indonesia,5
2021-11-25 14:11:18,Topani Iin,Semoga bermanfaat dan berkah,5
2021-11-25 14:06:20,teguh aje,"Deposit ga masuk sedamgkan saldo saya sudah berkurang,harus hati"" kalian semua",1
2021-11-25 14:04:47,Dhita Pradhita,"Bagus & gak ribet aplikasinya. Cuma saran saya tolong di tambahkan lagi jenis crypto lainnya & alat bantu untuk bisa menganalisa pergerakan harga setiap koin. Oh iya, terimakasih jg sudah menghadirkan Pintu Token d aplikasinya. Semoga kedepan Pintu & penggemar setia aplikasi pintu meraih sukses bersama. PT. PINTU KEMANA SAJA. Kemana saja bisa sukses asal lewat pintu, hehe..",5
2021-11-25 13:54:54,Rahmat Ferdhi,CS nya LEMOT,1
2021-11-25 13:50:53,Rames wara,Oke,5
2021-11-25 13:50:02,gunawan -,"Makin hari makin lambat nih aplikasi ya, deposit dari tadi sampai skrg blm masuk, payah",1
2021-11-25 13:46:31,Yudha Aries,"sangat mudah bertransaksi,untuk kekurangannya tolong ditambahkan untuk rekening BCA supaya mempermudah untuk transaksi depo dan penarikan,tolong untuk di perhatikan dari pihak pintu thank...",5
2021-11-25 13:38:02,Chanel Great List Pedia,"Sangat simple,mudah digunakan",5
2021-11-25 13:19:28,Arjuna Waluyo,Akun saya gk bisa d verifikasi...gmn caranya,1
2021-11-25 13:18:37,benny ryanto,Mantap,5
2021-11-25 13:08:39,Hendri Hermawan,App lawak list koin sendiri usernya di anak tirikan liat aja pintu bakal bnyak yg kecewa lo liat aja di sosmed ig lo pintu udah rame ngehujat,1
2021-11-25 13:01:29,MUKHAMAD IQBAL,Admin nya anjg,1
2021-11-25 13:00:46,Kazehiyo,"Agak kecewa dengan ketidaksiapan dalam menahan lonjakan pengguna, ngeluarin tokennya aja tapi belinya cuman bisa di tempat lain",2
2021-11-25 12:52:35,alidha siap,Mudahan biss,5
2021-11-25 12:42:47,debchanel Cie,"Buat apa bikin market PTU,KLO GX BISA DIBELI...",1
2021-11-25 12:40:59,STI Crew,"Nyesel pake ini,dlu dluan mau beli pintu eror terus...alhasil harganya udah naik Parah baru bisa beli...parahhh,tau gini ga pake pintu",1
2021-11-25 12:38:32,SEPUTAR STM,Apk gk jelas lu. Launching token bilang jam set8 taunya jam 7 udh di listing,1
2021-11-25 12:38:03,DENI Motovlog,Sangat kecewa sekali dengan pelayanan pintu. Pas token PTU keluar malah gak bisa di beli. Aku hapus aja,1
2021-11-25 12:35:47,Khusni Habib,"Anjg gak adil banget coin lokal tapi lebih mentingin listing di luar dari pada aplikasinya sendiri, kecewa sama pintu",1
2021-11-25 12:34:43,Yogi Doiki,"Aplikasi yang bikin sakit hati, mending pake Binance deh ke mana-mana... Jauh bro bedanya....",1
2021-11-25 12:33:49,Ahmad Maulana Rohim,Pinter bet lu,1
2021-11-25 12:33:33,Muhammad Rizky,"Apk ampas,",1
2021-11-25 12:32:26,Andri yansya,"Listing d tempat lain 🙃, gw tf bnb ke pintu gak masuk masuk admin susah d hubungin juga hati2 yg mau deposit lewat crypto",1
2021-11-25 12:30:18,Dede Imam,Kaga bisa dibeli coin pintu 😡😡😡😡😡😡😡 kecewa kami,1
2021-11-25 12:30:14,fredy nurcahaya,Ada error saat realese toke PTU,3
2021-11-25 12:27:39,Ali Towi,"Payah, tokennya sendiri listingnya di exchane lain Dulu, para pengguna pintu mau di kasih harga atas?",1
2021-11-25 12:27:17,Panca Han,GA NGOTAK HARGA PTU LISTING LANGSUNG 26K KATANYA GA ADA MAINTENANCE TAPI MAINTENANCE!!!! PTU SCAM!!!!!!,1
2021-11-25 12:26:51,Jonathan Alexander Sipayung,"Payah, koin nya koin pintu tpi listingnya di exchange lain, cibaduyut",1
2021-11-25 12:26:44,Suma Adi Pradana,Error,1
2021-11-25 12:26:13,Kang Anas,Sangat Membantu,3
2021-11-25 12:18:59,Syamsul Maruf,Bagus...bermaanfaat,5
2021-11-25 12:18:23,nandang suhendar,Top aja,4
2021-11-25 12:07:41,Fahrizal Zulmi,"Bug parah, grafik turun sampe ribuan persen",1
2021-11-25 11:36:15,Mondol Lele,Semoga bermanfaat,4
